"subject" "activity" "measurement" "mean"
"72" "19" "LAYING" "time-body-acceleration-mean-x" 0.272653733493976
"73" "21" "WALKING" "time-body-acceleration-mean-x" 0.279183526730769
"74" "21" "WALKING_UPSTAIRS" "time-body-acceleration-mean-x" 0.265194544680851
"75" "21" "WALKING_DOWNSTAIRS" "time-body-acceleration-mean-x" 0.3014610196
"76" "21" "SITTING" "time-body-acceleration-mean-x" 0.277539616823529
"77" "21" "STANDING" "time-body-acceleration-mean-x" 0.27695224258427
"78" "21" "LAYING" "time-body-acceleration-mean-x" 0.271325472455556
"79" "22" "WALKING" "time-body-acceleration-mean-x" 0.27886459
"80" "22" "WALKING_UPSTAIRS" "time-body-acceleration-mean-x" 0.248391534566667
"81" "22" "WALKING_DOWNSTAIRS" "time-body-acceleration-mean-x" 0.284458963861111
"82" "22" "SITTING" "time-body-acceleration-mean-x" 0.273583822709677
"83" "22" "STANDING" "time-body-acceleration-mean-x" 0.279053861587302
"84" "22" "LAYING" "time-body-acceleration-mean-x" 0.279959721194444
"85" "23" "WALKING" "time-body-acceleration-mean-x" 0.273211884237288
"86" "23" "WALKING_UPSTAIRS" "time-body-acceleration-mean-x" 0.249995171031373
"87" "23" "WALKING_DOWNSTAIRS" "time-body-acceleration-mean-x" 0.289897411148148
"88" "23" "SITTING" "time-body-acceleration-mean-x" 0.273351251617647
"89" "23" "STANDING" "time-body-acceleration-mean-x" 0.277899323235294
"90" "23" "LAYING" "time-body-acceleration-mean-x" 0.274038007986111
"91" "25" "WALKING" "time-body-acceleration-mean-x" 0.278992759054054
"92" "25" "WALKING_UPSTAIRS" "time-body-acceleration-mean-x" 0.277995411384615
"93" "25" "WALKING_DOWNSTAIRS" "time-body-acceleration-mean-x" 0.291329666206897
"94" "25" "SITTING" "time-body-acceleration-mean-x" 0.278541482461538
"95" "25" "STANDING" "time-body-acceleration-mean-x" 0.278013701621622
"96" "25" "LAYING" "time-body-acceleration-mean-x" 0.250791828613699
"97" "26" "WALKING" "time-body-acceleration-mean-x" 0.279264443728814
"98" "26" "WALKING_UPSTAIRS" "time-body-acceleration-mean-x" 0.272691394545455
"99" "26" "WALKING_DOWNSTAIRS" "time-body-acceleration-mean-x" 0.2792845828
"100" "26" "SITTING" "time-body-acceleration-mean-x" 0.258243530166667
"101" "26" "STANDING" "time-body-acceleration-mean-x" 0.281127035405405
"102" "26" "LAYING" "time-body-acceleration-mean-x" 0.271645864540789
"103" "27" "WALKING" "time-body-acceleration-mean-x" 0.276849485438596
"104" "27" "WALKING_UPSTAIRS" "time-body-acceleration-mean-x" 0.265770253921569
"105" "27" "WALKING_DOWNSTAIRS" "time-body-acceleration-mean-x" 0.2975441875
"106" "27" "SITTING" "time-body-acceleration-mean-x" 0.273941302571429
"107" "27" "STANDING" "time-body-acceleration-mean-x" 0.279566921625
"108" "27" "LAYING" "time-body-acceleration-mean-x" 0.274102492432432
"109" "28" "WALKING" "time-body-acceleration-mean-x" 0.281228223888889
"110" "28" "WALKING_UPSTAIRS" "time-body-acceleration-mean-x" 0.262005841764706
"111" "28" "WALKING_DOWNSTAIRS" "time-body-acceleration-mean-x" 0.293642076521739
"112" "28" "SITTING" "time-body-acceleration-mean-x" 0.276977629444444
"113" "28" "STANDING" "time-body-acceleration-mean-x" 0.277795069113924
"114" "28" "LAYING" "time-body-acceleration-mean-x" 0.2759134825
"115" "29" "WALKING" "time-body-acceleration-mean-x" 0.271999916792453
"116" "29" "WALKING_UPSTAIRS" "time-body-acceleration-mean-x" 0.265423066877551
"117" "29" "WALKING_DOWNSTAIRS" "time-body-acceleration-mean-x" 0.293140441083333
"118" "29" "SITTING" "time-body-acceleration-mean-x" 0.2771799775
"119" "29" "STANDING" "time-body-acceleration-mean-x" 0.277965065846154
"120" "29" "LAYING" "time-body-acceleration-mean-x" 0.287295196811594
"121" "30" "WALKING" "time-body-acceleration-mean-x" 0.276406758
"122" "30" "WALKING_UPSTAIRS" "time-body-acceleration-mean-x" 0.271415642261538
"123" "30" "WALKING_DOWNSTAIRS" "time-body-acceleration-mean-x" 0.283190646967742
"124" "30" "SITTING" "time-body-acceleration-mean-x" 0.268336081379032
"125" "30" "STANDING" "time-body-acceleration-mean-x" 0.277112699152542
"126" "30" "LAYING" "time-body-acceleration-mean-x" 0.281033900571429
"127" "2" "WALKING" "time-body-acceleration-mean-x" 0.276426586440678
"128" "2" "WALKING_UPSTAIRS" "time-body-acceleration-mean-x" 0.247164790395833
"129" "2" "WALKING_DOWNSTAIRS" "time-body-acceleration-mean-x" 0.27761534806383
"130" "2" "SITTING" "time-body-acceleration-mean-x" 0.27708735173913
"131" "2" "STANDING" "time-body-acceleration-mean-x" 0.277911472222222
"132" "2" "LAYING" "time-body-acceleration-mean-x" 0.281373403958333
"133" "4" "WALKING" "time-body-acceleration-mean-x" 0.278582015166667
"134" "4" "WALKING_UPSTAIRS" "time-body-acceleration-mean-x" 0.270876696730769
"135" "4" "WALKING_DOWNSTAIRS" "time-body-acceleration-mean-x" 0.279965329555556
"136" "4" "SITTING" "time-body-acceleration-mean-x" 0.27153827992
"137" "4" "STANDING" "time-body-acceleration-mean-x" 0.280499745892857
"138" "4" "LAYING" "time-body-acceleration-mean-x" 0.263559214981481
"139" "9" "WALKING" "time-body-acceleration-mean-x" 0.278502842115385
"140" "9" "WALKING_UPSTAIRS" "time-body-acceleration-mean-x" 0.262436475714286
"141" "9" "WALKING_DOWNSTAIRS" "time-body-acceleration-mean-x" 0.295923445
"142" "9" "SITTING" "time-body-acceleration-mean-x" 0.24832674354
"143" "9" "STANDING" "time-body-acceleration-mean-x" 0.282310057333333
"144" "9" "LAYING" "time-body-acceleration-mean-x" 0.2591955368
"145" "10" "WALKING" "time-body-acceleration-mean-x" 0.278574076603774
"146" "10" "WALKING_UPSTAIRS" "time-body-acceleration-mean-x" 0.267121853404255
"147" "10" "WALKING_DOWNSTAIRS" "time-body-acceleration-mean-x" 0.290401594315789
"148" "10" "SITTING" "time-body-acceleration-mean-x" 0.270612056481481
"149" "10" "STANDING" "time-body-acceleration-mean-x" 0.276650300681818
"150" "10" "LAYING" "time-body-acceleration-mean-x" 0.280230574137931
"151" "12" "WALKING" "time-body-acceleration-mean-x" 0.2771286656
"152" "12" "WALKING_UPSTAIRS" "time-body-acceleration-mean-x" 0.272970338653846
"153" "12" "WALKING_DOWNSTAIRS" "time-body-acceleration-mean-x" 0.281521097391304
"154" "12" "SITTING" "time-body-acceleration-mean-x" 0.275007224901961
"155" "12" "STANDING" "time-body-acceleration-mean-x" 0.277405834918033
"156" "12" "LAYING" "time-body-acceleration-mean-x" 0.260113433
"157" "13" "WALKING" "time-body-acceleration-mean-x" 0.275883130350877
"158" "13" "WALKING_UPSTAIRS" "time-body-acceleration-mean-x" 0.258203939581818
"159" "13" "WALKING_DOWNSTAIRS" "time-body-acceleration-mean-x" 0.294907553404255
"160" "13" "SITTING" "time-body-acceleration-mean-x" 0.274328499591837
"161" "13" "STANDING" "time-body-acceleration-mean-x" 0.277758431052632
"162" "13" "LAYING" "time-body-acceleration-mean-x" 0.276716360483871
"163" "18" "WALKING" "time-body-acceleration-mean-x" 0.273887758571429
"164" "18" "WALKING_UPSTAIRS" "time-body-acceleration-mean-x" 0.265401201896552
"165" "18" "WALKING_DOWNSTAIRS" "time-body-acceleration-mean-x" 0.288439468909091
"166" "18" "SITTING" "time-body-acceleration-mean-x" 0.27727001877193
"167" "18" "STANDING" "time-body-acceleration-mean-x" 0.278458805890411
"168" "18" "LAYING" "time-body-acceleration-mean-x" 0.274691576923077
"169" "20" "WALKING" "time-body-acceleration-mean-x" 0.272589336470588
"170" "20" "WALKING_UPSTAIRS" "time-body-acceleration-mean-x" 0.252098317156863
"171" "20" "WALKING_DOWNSTAIRS" "time-body-acceleration-mean-x" 0.296144421355556
"172" "20" "SITTING" "time-body-acceleration-mean-x" 0.278045439090909
"173" "20" "STANDING" "time-body-acceleration-mean-x" 0.278076904657534
"174" "20" "LAYING" "time-body-acceleration-mean-x" 0.239507882205882
"175" "24" "WALKING" "time-body-acceleration-mean-x" 0.276980816034483
"176" "24" "WALKING_UPSTAIRS" "time-body-acceleration-mean-x" 0.269881106779661
"177" "24" "WALKING_DOWNSTAIRS" "time-body-acceleration-mean-x" 0.288631208909091
"178" "24" "SITTING" "time-body-acceleration-mean-x" 0.273475690147059
"179" "24" "STANDING" "time-body-acceleration-mean-x" 0.280348883913043
"180" "24" "LAYING" "time-body-acceleration-mean-x" 0.272850494930556
"181" "1" "WALKING" "time-body-acceleration-mean-y" -0.0173838185273684
"182" "1" "WALKING_UPSTAIRS" "time-body-acceleration-mean-y" -0.0239531492643396
"183" "1" "WALKING_DOWNSTAIRS" "time-body-acceleration-mean-y" -0.00991850461020408
"184" "1" "SITTING" "time-body-acceleration-mean-y" -0.00130828765170213
"185" "1" "STANDING" "time-body-acceleration-mean-y" -0.0161375901037736
"186" "1" "LAYING" "time-body-acceleration-mean-y" -0.0405139534294
"187" "3" "WALKING" "time-body-acceleration-mean-y" -0.0171767844203448
"188" "3" "WALKING_UPSTAIRS" "time-body-acceleration-mean-y" -0.0324109410555932
"189" "3" "WALKING_DOWNSTAIRS" "time-body-acceleration-mean-y" -0.0193554079328571
"190" "3" "SITTING" "time-body-acceleration-mean-y" -0.00350299841730769
"191" "3" "STANDING" "time-body-acceleration-mean-y" -0.0143376555065574
"192" "3" "LAYING" "time-body-acceleration-mean-y" -0.0189556785048387
"193" "5" "WALKING" "time-body-acceleration-mean-y" -0.0172850317482679
"194" "5" "WALKING_UPSTAIRS" "time-body-acceleration-mean-y" -0.0325269755153191
"195" "5" "WALKING_DOWNSTAIRS" "time-body-acceleration-mean-y" -0.00850107533191489
"196" "5" "SITTING" "time-body-acceleration-mean-y" -0.00990083527045455
"197" "5" "STANDING" "time-body-acceleration-mean-y" -0.00700418554517857
"198" "5" "LAYING" "time-body-acceleration-mean-y" -0.0183042123269231
"199" "6" "WALKING" "time-body-acceleration-mean-y" -0.0168954189082456
"200" "6" "WALKING_UPSTAIRS" "time-body-acceleration-mean-y" -0.0272425385070588
"201" "6" "WALKING_DOWNSTAIRS" "time-body-acceleration-mean-y" -0.019536840063125
"202" "6" "SITTING" "time-body-acceleration-mean-y" -0.0145911615290909
"203" "6" "STANDING" "time-body-acceleration-mean-y" -0.0181236327175439
"204" "6" "LAYING" "time-body-acceleration-mean-y" -0.0102529170561404
"205" "7" "WALKING" "time-body-acceleration-mean-y" -0.018653665345614
"206" "7" "WALKING_UPSTAIRS" "time-body-acceleration-mean-y" -0.0275639005607843
"207" "7" "WALKING_DOWNSTAIRS" "time-body-acceleration-mean-y" -0.0166332372978723
"208" "7" "SITTING" "time-body-acceleration-mean-y" -0.01461097580375
"209" "7" "STANDING" "time-body-acceleration-mean-y" -0.0145740341037736
"210" "7" "LAYING" "time-body-acceleration-mean-y" -0.0204411516884615
"211" "8" "WALKING" "time-body-acceleration-mean-y" -0.0186628865310417
"212" "8" "WALKING_UPSTAIRS" "time-body-acceleration-mean-y" -0.0282415136341463
"213" "8" "WALKING_DOWNSTAIRS" "time-body-acceleration-mean-y" -0.0211058674973684
"214" "8" "SITTING" "time-body-acceleration-mean-y" -0.00672550621304348
"215" "8" "STANDING" "time-body-acceleration-mean-y" -0.0148113067148148
"216" "8" "LAYING" "time-body-acceleration-mean-y" -0.0212281733881481
"217" "11" "WALKING" "time-body-acceleration-mean-y" -0.0166475833623729
"218" "11" "WALKING_UPSTAIRS" "time-body-acceleration-mean-y" -0.0303157822055556
"219" "11" "WALKING_DOWNSTAIRS" "time-body-acceleration-mean-y" -0.0178097721219565
"220" "11" "SITTING" "time-body-acceleration-mean-y" -0.0149195616754717
"221" "11" "STANDING" "time-body-acceleration-mean-y" -0.0171990886595745
"222" "11" "LAYING" "time-body-acceleration-mean-y" -0.0176598052315789
"223" "14" "WALKING" "time-body-acceleration-mean-y" -0.0217785380966102
"224" "14" "WALKING_UPSTAIRS" "time-body-acceleration-mean-y" -0.0204388180024074
"225" "14" "WALKING_DOWNSTAIRS" "time-body-acceleration-mean-y" -0.0200141413657778
"226" "14" "SITTING" "time-body-acceleration-mean-y" -0.00870565463888889
"227" "14" "STANDING" "time-body-acceleration-mean-y" -0.01520781344
"228" "14" "LAYING" "time-body-acceleration-mean-y" -0.0113424652490196
"229" "15" "WALKING" "time-body-acceleration-mean-y" -0.0170809740090741
"230" "15" "WALKING_UPSTAIRS" "time-body-acceleration-mean-y" -0.0287523860708333
"231" "15" "WALKING_DOWNSTAIRS" "time-body-acceleration-mean-y" -0.00563047804309524
"232" "15" "SITTING" "time-body-acceleration-mean-y" -0.0117188472271186
"233" "15" "STANDING" "time-body-acceleration-mean-y" -0.0183516360396226
"234" "15" "LAYING" "time-body-acceleration-mean-y" -0.0166296542054167
"235" "16" "WALKING" "time-body-acceleration-mean-y" -0.0204286929452941
"236" "16" "WALKING_UPSTAIRS" "time-body-acceleration-mean-y" -0.0143654945011765
"237" "16" "WALKING_DOWNSTAIRS" "time-body-acceleration-mean-y" -0.0183898583787234
"238" "16" "SITTING" "time-body-acceleration-mean-y" -0.0102497939956522
"239" "16" "STANDING" "time-body-acceleration-mean-y" -0.0165999672935897
"240" "16" "LAYING" "time-body-acceleration-mean-y" -0.0166103510562857
"241" "17" "WALKING" "time-body-acceleration-mean-y" -0.0184875403339344
"242" "17" "WALKING_UPSTAIRS" "time-body-acceleration-mean-y" -0.0228645614308333
"243" "17" "WALKING_DOWNSTAIRS" "time-body-acceleration-mean-y" -0.0167359404347826
"244" "17" "SITTING" "time-body-acceleration-mean-y" -0.014156274084375
"245" "17" "STANDING" "time-body-acceleration-mean-y" -0.0174120064169231
"246" "17" "LAYING" "time-body-acceleration-mean-y" -0.0168462006729577
"247" "19" "WALKING" "time-body-acceleration-mean-y" -0.0191773587903846
"248" "19" "WALKING_UPSTAIRS" "time-body-acceleration-mean-y" -0.0303986615775
"249" "19" "WALKING_DOWNSTAIRS" "time-body-acceleration-mean-y" -0.0145942275069487
"250" "19" "SITTING" "time-body-acceleration-mean-y" -0.016739260030137
"251" "19" "STANDING" "time-body-acceleration-mean-y" -0.0154244056945205
"252" "19" "LAYING" "time-body-acceleration-mean-y" -0.0171426864421687
"253" "21" "WALKING" "time-body-acceleration-mean-y" -0.0181610317526923
"254" "21" "WALKING_UPSTAIRS" "time-body-acceleration-mean-y" -0.0237218695148936
"255" "21" "WALKING_DOWNSTAIRS" "time-body-acceleration-mean-y" -0.0173195390157778
"256" "21" "SITTING" "time-body-acceleration-mean-y" -0.0144009705494118
"257" "21" "STANDING" "time-body-acceleration-mean-y" -0.0167084730205618
"258" "21" "LAYING" "time-body-acceleration-mean-y" -0.0184233048415556
"259" "22" "WALKING" "time-body-acceleration-mean-y" -0.0167213607957174
"260" "22" "WALKING_UPSTAIRS" "time-body-acceleration-mean-y" -0.0268622561133333
"261" "22" "WALKING_DOWNSTAIRS" "time-body-acceleration-mean-y" -0.0197999371686389
"262" "22" "SITTING" "time-body-acceleration-mean-y" -0.0123468446419355
"263" "22" "STANDING" "time-body-acceleration-mean-y" -0.0158563207496825
"264" "22" "LAYING" "time-body-acceleration-mean-y" -0.0142629864502778
"265" "23" "WALKING" "time-body-acceleration-mean-y" -0.0183618711932203
"266" "23" "WALKING_UPSTAIRS" "time-body-acceleration-mean-y" -0.0323844029237255
"267" "23" "WALKING_DOWNSTAIRS" "time-body-acceleration-mean-y" -0.0162111457238889
"268" "23" "SITTING" "time-body-acceleration-mean-y" -0.0133945015676471
"269" "23" "STANDING" "time-body-acceleration-mean-y" -0.0177475547867647
"270" "23" "LAYING" "time-body-acceleration-mean-y" -0.0216553835833333
"271" "25" "WALKING" "time-body-acceleration-mean-y" -0.0186477624716216
"272" "25" "WALKING_UPSTAIRS" "time-body-acceleration-mean-y" -0.0269863524264615
"273" "25" "WALKING_DOWNSTAIRS" "time-body-acceleration-mean-y" -0.0210170522987931
"274" "25" "SITTING" "time-body-acceleration-mean-y" -0.0147696808030769
"275" "25" "STANDING" "time-body-acceleration-mean-y" -0.0163569730274324
"276" "25" "LAYING" "time-body-acceleration-mean-y" -0.0188943663671233
"277" "26" "WALKING" "time-body-acceleration-mean-y" -0.0154259586949153
"278" "26" "WALKING_UPSTAIRS" "time-body-acceleration-mean-y" -0.0281633797398182
"279" "26" "WALKING_DOWNSTAIRS" "time-body-acceleration-mean-y" -0.01262580966778
"280" "26" "SITTING" "time-body-acceleration-mean-y" -0.00713364541358974
"281" "26" "STANDING" "time-body-acceleration-mean-y" -0.0166608306652703
"282" "26" "LAYING" "time-body-acceleration-mean-y" -0.0191895728026316
"283" "27" "WALKING" "time-body-acceleration-mean-y" -0.0166478783221912
"284" "27" "WALKING_UPSTAIRS" "time-body-acceleration-mean-y" -0.0200953324078431
"285" "27" "WALKING_DOWNSTAIRS" "time-body-acceleration-mean-y" -0.0135564467159091
"286" "27" "SITTING" "time-body-acceleration-mean-y" -0.0155269799285714
"287" "27" "STANDING" "time-body-acceleration-mean-y" -0.016593236445
"288" "27" "LAYING" "time-body-acceleration-mean-y" -0.0179867611216216
"289" "28" "WALKING" "time-body-acceleration-mean-y" -0.0156759722981481
"290" "28" "WALKING_UPSTAIRS" "time-body-acceleration-mean-y" -0.0279443943478431
"291" "28" "WALKING_DOWNSTAIRS" "time-body-acceleration-mean-y" -0.0220230465913043
"292" "28" "SITTING" "time-body-acceleration-mean-y" -0.0185404441258333
"293" "28" "STANDING" "time-body-acceleration-mean-y" -0.0172635124672152
"294" "28" "LAYING" "time-body-acceleration-mean-y" -0.0167537858225
"295" "29" "WALKING" "time-body-acceleration-mean-y" -0.0162915600588679
"296" "29" "WALKING_UPSTAIRS" "time-body-acceleration-mean-y" -0.0299465312326531
"297" "29" "WALKING_DOWNSTAIRS" "time-body-acceleration-mean-y" -0.01494121505625
"298" "29" "SITTING" "time-body-acceleration-mean-y" -0.016630680375
"299" "29" "STANDING" "time-body-acceleration-mean-y" -0.0172605869061538
"300" "29" "LAYING" "time-body-acceleration-mean-y" -0.0171965484202899
"301" "30" "WALKING" "time-body-acceleration-mean-y" -0.0175880385730769
"302" "30" "WALKING_UPSTAIRS" "time-body-acceleration-mean-y" -0.0253311698786154
"303" "30" "WALKING_DOWNSTAIRS" "time-body-acceleration-mean-y" -0.0174383900204839
"304" "30" "SITTING" "time-body-acceleration-mean-y" -0.00804731295322581
"305" "30" "STANDING" "time-body-acceleration-mean-y" -0.0170163887813559
"306" "30" "LAYING" "time-body-acceleration-mean-y" -0.0194494098614286
"307" "2" "WALKING" "time-body-acceleration-mean-y" -0.0185949199145763
"308" "2" "WALKING_UPSTAIRS" "time-body-acceleration-mean-y" -0.0214121132045833
"309" "2" "WALKING_DOWNSTAIRS" "time-body-acceleration-mean-y" -0.0226614158361702
"310" "2" "SITTING" "time-body-acceleration-mean-y" -0.0156879937282609
"311" "2" "STANDING" "time-body-acceleration-mean-y" -0.0184208270166667
"312" "2" "LAYING" "time-body-acceleration-mean-y" -0.0181587397583333
"313" "4" "WALKING" "time-body-acceleration-mean-y" -0.0148399475341667
"314" "4" "WALKING_UPSTAIRS" "time-body-acceleration-mean-y" -0.0319804295729615
"315" "4" "WALKING_DOWNSTAIRS" "time-body-acceleration-mean-y" -0.00980200850666667
"316" "4" "SITTING" "time-body-acceleration-mean-y" -0.007163065158
"317" "4" "STANDING" "time-body-acceleration-mean-y" -0.00948911098553571
"318" "4" "LAYING" "time-body-acceleration-mean-y" -0.0150031841055556
"319" "9" "WALKING" "time-body-acceleration-mean-y" -0.0180891971284423
"320" "9" "WALKING_UPSTAIRS" "time-body-acceleration-mean-y" -0.0195101099975714
"321" "9" "WALKING_DOWNSTAIRS" "time-body-acceleration-mean-y" -0.0203994269075476
"322" "9" "SITTING" "time-body-acceleration-mean-y" -0.02701677698
"323" "9" "STANDING" "time-body-acceleration-mean-y" -0.0200454954022222
"324" "9" "LAYING" "time-body-acceleration-mean-y" -0.020526821662
"325" "10" "WALKING" "time-body-acceleration-mean-y" -0.017022351190566
"326" "10" "WALKING_UPSTAIRS" "time-body-acceleration-mean-y" -0.0143854920340426
"327" "10" "WALKING_DOWNSTAIRS" "time-body-acceleration-mean-y" -0.0200050770710526
"328" "10" "SITTING" "time-body-acceleration-mean-y" -0.015042681852037
"329" "10" "STANDING" "time-body-acceleration-mean-y" -0.0155418603409091
"330" "10" "LAYING" "time-body-acceleration-mean-y" -0.024294484137931
"331" "12" "WALKING" "time-body-acceleration-mean-y" -0.015560927606
"332" "12" "WALKING_UPSTAIRS" "time-body-acceleration-mean-y" -0.0263574903403846
"333" "12" "WALKING_DOWNSTAIRS" "time-body-acceleration-mean-y" -0.018084266865793
"334" "12" "SITTING" "time-body-acceleration-mean-y" -0.0157892988523529
"335" "12" "STANDING" "time-body-acceleration-mean-y" -0.0169002543196721
"336" "12" "LAYING" "time-body-acceleration-mean-y" -0.0175203917146667
"337" "13" "WALKING" "time-body-acceleration-mean-y" -0.0185660651947368
"338" "13" "WALKING_UPSTAIRS" "time-body-acceleration-mean-y" -0.0277392253910909
"339" "13" "WALKING_DOWNSTAIRS" "time-body-acceleration-mean-y" -0.0143723839108511
"340" "13" "SITTING" "time-body-acceleration-mean-y" -0.00587732936326531
"341" "13" "STANDING" "time-body-acceleration-mean-y" -0.0167891993964912
"342" "13" "LAYING" "time-body-acceleration-mean-y" -0.020440454366129
"343" "18" "WALKING" "time-body-acceleration-mean-y" -0.0178023631866071
"344" "18" "WALKING_UPSTAIRS" "time-body-acceleration-mean-y" -0.0222060684378914
"345" "18" "WALKING_DOWNSTAIRS" "time-body-acceleration-mean-y" -0.0168666920221818
"346" "18" "SITTING" "time-body-acceleration-mean-y" -0.0128691279736842
"347" "18" "STANDING" "time-body-acceleration-mean-y" -0.0166353518150685
"348" "18" "LAYING" "time-body-acceleration-mean-y" -0.0173937684615385
"349" "20" "WALKING" "time-body-acceleration-mean-y" -0.021199992245098
"350" "20" "WALKING_UPSTAIRS" "time-body-acceleration-mean-y" -0.0282258047588235
"351" "20" "WALKING_DOWNSTAIRS" "time-body-acceleration-mean-y" -0.00964120773155556
